x1,x2
제1372차 서산 테크노밸리 근린생활시설 신축사업 27차#1순위,"수익률(연)14.5%?투자기간7개월?등급C3?모집금액1억5,000만원?투자인원368명"
제1370차 중구 신당동 단독주택 담보대출 10차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원167명
제1368차 서울 서교동 다세대 신축사업#2순위,"수익률(연)14%?투자기간11개월?등급D2?모집금액2억5,000만원?투자인원568명"
제1367차 수원 북수동 상가주택 신축사업A 4차#2순위,"수익률(연)15%?투자기간8개월?등급D2?모집금액1억2,000만원?투자인원205명"
제1365차 강남 청담동 진흥아파트 리파이낸싱#2순위,수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억원?투자인원222명
제1364차 해운대구 중동 롯데캐슬마린아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액5,000만원?투자인원138명"
제1363차 부산 화명동 롯데낙천대아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원198명"
제1362차 송파 풍납동 대동아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원128명"
제1361차 아산 유신빌딩 담보대출 리파이낸싱 7차#2순위,"수익률(연)13.5%?투자기간6개월?등급C2?모집금액8,000만원?투자인원185명"
제1360차 양천 신정동 목동신시가지 담보상품 2차#2순위,"수익률(연)8.8%?투자기간6개월?등급A3?모집금액5,000만원?투자인원125명"
제1358차 중구 신당동 단독주택 담보대출 9차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원219명
제1357차 아산 유신빌딩 담보대출 리파이낸싱 6차#2순위,"수익률(연)13.5%?투자기간6개월?등급C2?모집금액2,000만원?투자인원29명"
제1354차 합천아파트 신축사업 26차#1순위,"수익률(연)12.98%?투자기간5개월?등급B2?모집금액5억원?투자인원1,206명"
제1352차 수원 북수동 상가주택 신축사업B 3차#2순위,"수익률(연)15%?투자기간6개월?등급D2?모집금액1억2,000만원?투자인원219명"
제1351차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 8차#1순위,"수익률(연)12.84%?투자기간2개월?등급B3?모집금액1억5,000만원?투자인원168명"
제1350차 서초 양재동 대흥아파트 리파이낸싱#2순위,"수익률(연)9.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원129명"
제1349차 성북 하월곡동 월곡두산위브아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억7,000만원?투자인원276명"
제1346차 강남 대치동 삼성래미안 담보상품 2차#4순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액8,000만원?투자인원168명"
제1345차 성동 홍익동 한신아파트 담보상품 4차#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액3,000만원?투자인원93명"
제1344차 아산 유신빌딩 담보대출 리파이낸싱 5차#2순위,수익률(연)13.5%?투자기간6개월?등급C2?모집금액1억원?투자인원186명
제1340차 양천 신정동 목동신시가지 담보상품#2순위,"수익률(연)8.8%?투자기간6개월?등급A3?모집금액5,000만원?투자인원133명"
제1339차 강남 대치동 삼성래미안 담보상품#4순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액5,000만원?투자인원68명"
제1338차 부산 해운대구 두산위브더제니스 리파이낸싱#1순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액5,200만원?투자인원114명"
제1337차 관악 봉천동 대안그린아파트 담보상품#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액6,000만원?투자인원194명"
제1336차 성남 서현동 한양아파트 담보상품#4순위,"수익률(연)9.5%?투자기간12개월?등급A2?모집금액2,000만원?투자인원44명"
제1335차 서초 신원동 서초포레스타 리파이낸싱#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원154명"
제1333차 아산 유신빌딩 담보대출 리파이낸싱 4차#2순위,수익률(연)13.5%?투자기간6개월?등급C2?모집금액1억원?투자인원195명
제1332차 중구 신당동 단독주택 담보대출 8차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원182명
제1328차 고양 신원동 신원마을아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액8,000만원?투자인원137명"
제1329차 강동 상일동 고덕숲아이파크아파트 담보상품#1순위,"수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억3,000만원?투자인원256명"
제1327차 성동 옥수동 옥수극동아파트 담보상품#2순위,"수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원301명"
제1326차 성동 홍익동 한신아파트 담보상품 3차#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액2,000만원?투자인원53명"
제1323차 인천 송도동 글로벌캠퍼스푸르지오아파트 리파이낸싱 6차#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액3,000만원?투자인원77명"
제1322차 중구 신당동 단독주택 담보대출 7차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원222명
제1321차 인천 송도동 글로벌캠퍼스푸르지오아파트 리파이낸싱 5차#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원129명"
제1320차 서울 동선동5가 다세대 신축사업 11차#2순위,"수익률(연)15%?투자기간8개월?등급D2?모집금액5,000만원?투자인원109명"
제1317차 노원 중계동 삼성아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액1억1,000만원?투자인원226명"
제1316차 인천 송도동 글로벌캠퍼스푸르지오아파트 리파이낸싱 4차#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원97명"
제1314차 중구 신당동 단독주택 담보대출 6차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원220명
제1313차 인천 송도동 글로벌캠퍼스푸르지오아파트 리파이낸싱 3차#1순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원171명
제1312차 성동 홍익동 한신아파트 담보상품 2차#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액2,000만원?투자인원42명"
제1311차 진안군청 인근 연립주택 신축사업 9차#1순위,"수익률(연)12.28%?투자기간7개월?등급B1?모집금액1억5,000만원?투자인원428명"
제1310차 송파 잠실동 주공아파트 담보상품#3순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액8,000만원?투자인원59명"
제1309차 의정부 낙양동 반도유보라아이비파크 담보상품#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원92명"
제1308차 서초 신원동 서초포레스타5단지아파트 담보상품#3순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액3,000만원?투자인원73명"
제1307차 성동 옥수동 옥수하이츠 담보상품#3순위,"수익률(연)8.7%?투자기간6개월?등급A2?모집금액2,000만원?투자인원49명"
제1306차 중구 신당동 단독주택 담보대출 5차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원229명
제1305차 인천 송도동 글로벌캠퍼스푸르지오아파트 리파이낸싱 2차#1순위,수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원175명
제1304차 아산 유신빌딩 담보대출 리파이낸싱 3차#2순위,수익률(연)13.5%?투자기간7개월?등급C2?모집금액1억원?투자인원181명
제1303차 원주 세브란스 병원 인근 오피스텔 신축 리파이낸싱 4차#1순위,"수익률(연)15%?투자기간6개월?등급B3?모집금액6억7,000만원?투자인원1,088명"
제1302차 중구 신당동 단독주택 담보대출 4차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원210명
제1301차 성동 홍익동 한신아파트 담보상품#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원154명"
제1299차 원주 세브란스 병원 인근 오피스텔 신축 리파이낸싱 3차#1순위,"수익률(연)15%?투자기간6개월?등급B3?모집금액8억3,000만원?투자인원1,282명"
제1298차 원주 세브란스 병원 인근 오피스텔 신축 리파이낸싱 2차#1순위,"수익률(연)15%?투자기간6개월?등급B3?모집금액10억원?투자인원1,766명"
제1297차 원주 세브란스 병원 인근 오피스텔 신축 리파이낸싱#1순위,"수익률(연)15%?투자기간6개월?등급B3?모집금액15억원?투자인원2,732명"
제1296차 인천 송도동 글로벌캠퍼스푸르지오아파트 리파이낸싱#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원337명"
제1295차 중구 신당동 단독주택 담보대출 3차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원269명
제1294차 아산 유신빌딩 담보대출 리파이낸싱 2차#2순위,수익률(연)13.5%?투자기간7개월?등급C2?모집금액1억원?투자인원275명
제1293차 송파 잠실동 잠실주공아파트 리파이낸싱 2차#2순위,"수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원298명"
제1292차 아산 유신빌딩 담보대출 리파이낸싱#2순위,수익률(연)13.5%?투자기간6개월?등급C2?모집금액3억원?투자인원687명
제1291차 제주 신화월드 인근 공동주택 신축사업 17차#1순위,"수익률(연)12.21%?투자기간7개월?등급B1?모집금액5억원?투자인원1,048명"
제1285차 송파 잠실동 잠실주공아파트 리파이낸싱#2순위,"수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원299명"
제1284차 노원 중계동 중계주공아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액7,000만원?투자인원154명"
제1283차 중구 신당동 단독주택 담보대출 2차#2순위,수익률(연)8.5%?투자기간3개월?등급A2?모집금액2억원?투자인원317명
제1282차 송파 마천동 송파파크데일아파트 담보대출 2차#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액8,400만원?투자인원220명"
제1281차 중구 신당동 단독주택 담보대출#2순위,"수익률(연)8.5%?투자기간3개월?등급A2?모집금액4억5,000만원?투자인원407명"
제1278차 서울 동선동5가 다세대 신축사업 10차#2순위,"수익률(연)15%?투자기간9개월?등급D2?모집금액2억5,000만원?투자인원532명"
제1277차 동대문 답십리동 청계와이즈노벨리아아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원166명"
제1276차 양평역 인근 다세대 신축사업 5차#1순위,"수익률(연)13%?투자기간6개월?등급C1?모집금액2억6,000만원?투자인원659명"
제1275차 서산 테크노밸리 근린생활시설 신축사업 26차#1순위,수익률(연)14.5%?투자기간8개월?등급C3?모집금액1억원?투자인원214명
제1273차 서초 우면동 코오롱아파트 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A3?모집금액1억원?투자인원275명
제1270차 서초 잠원동 블루힐하우스아파트 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A3?모집금액2억원?투자인원279명
제1269차 부산 우동 해운대한신휴플러스아파트 리파이낸싱#2순위,"수익률(연)9%?투자기간6개월?등급A3?모집금액1억2,000만원?투자인원258명"
제1268차 성남 창곡동 위례자연앤센트럴자이아파트 리파이낸싱#2순위,수익률(연)9%?투자기간6개월?등급A3?모집금액1억원?투자인원229명
제1267차 수원 이의동 e편한세상테라스광교이스트힐아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원373명"
제1266차 송파 마천동 송파파크데일아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액8,600만원?투자인원209명"
제1265차 송파 신천동 파크리오아파트 담보대출#2순위,"수익률(연)8.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원153명"
제1262차 화성 반송동 시범다은마을동탄우남퍼스트빌아파트 담보대출#2순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원338명"
제1260차 제주 신화월드 인근 공동주택 신축사업 16차#1순위,"수익률(연)12.21%?투자기간7개월?등급B1?모집금액5억5,000만원?투자인원1,231명"
제1258차 강남 삼성동 삼성동지웰 빌라트 리파이낸싱 2차#1순위 #법인전용상품,"수익률(연)9%?투자기간6개월?등급A2?모집금액2억3,000만원?투자인원3명"
제1257차 강남 삼성동 삼성동지웰 빌라트 리파이낸싱#1순위,"수익률(연)9%?투자기간6개월?등급A2?모집금액4억9,000만원?투자인원760명"
제1256차 고양 행신동 서정마을중흥에스클래스아파트 담보대출#2순위,"수익률(연)8.5%?투자기간3개월?등급A3?모집금액9,000만원?투자인원197명"
제1253차 수원 이의동 래미안광교아파트 담보대출#2순위,"수익률(연)8.8%?투자기간6개월?등급A3?모집금액2억5,000만원?투자인원491명"
