"x1","x2","번호","지역","지역2","순위","차수","수익률","투자기간","등급","모집금액","투자인원","TARGET"
"제384차 이천 창전동 오피스텔 신축사업 6차#1순위","수익률(연)13%?투자기간16개월?등급C1?모집금액2억원?투자인원281명",384,"이천","창전동",1,6,13,16,"C1",20000,281,"상환완료"
"제383차 가평 맹호부대 인근 다세대주택 신축사업 3차#1순위","수익률(연)12.91%?투자기간14개월?등급B3?모집금액3억원?투자인원552명",383,"가평","맹호부대",1,3,12.91,14,"B3",30000,552,"상환완료"
"제382차 광진구 자양동 광진트라팰리스 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원121명",382,"광진구","자양동",2,1,9,6,"A2",12000,121,"상환완료"
"제381차 전주 삼천동 공동주택 신축사업 2순위 3차#2순위","수익률(연)18%?투자기간6개월?등급D3?모집금액7억5,000만원?투자인원806명",381,"전주","삼천동",2,3,18,6,"D3",75000,806,"상환완료"
"제380차 용인 동천동 다세대주택 신축사업 3차#1순위","수익률(연)12.63%?투자기간14개월?등급B2?모집금액5억원?투자인원725명",380,"용인","동천동",1,3,12.63,14,"B2",50000,725,"상환완료"
"제379차 평택 국가산업단지 인근 다세대 신축사업#1순위","수익률(연)12.77%?투자기간11개월?등급B3?모집금액8억원?투자인원1,148명",379,"평택","국가산업단지",1,1,12.77,11,"B3",80000,1148,"상환완료"
"제377차 파주 운정역 다세대주택 신축사업 5차#1순위","수익률(연)12.56%?투자기간11개월?등급B2?모집금액3억원?투자인원388명",377,"파주","운정역",1,5,12.56,11,"B2",30000,388,"상환완료"
"제376차 서울 화곡동 푸르지오 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원163명",376,"서울","화곡동",2,1,9,6,"A2",18000,163,"상환완료"
"제375차 서초 방배동 현대멤피스 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억8,000만원?투자인원153명",375,"서초","방배동",2,1,9,6,"A2",18000,153,"상환완료"
"제374차 이천 창전동 오피스텔 신축사업 5차#1순위","수익률(연)13%?투자기간16개월?등급C1?모집금액2억원?투자인원277명",374,"이천","창전동",1,5,13,16,"C1",20000,277,"상환완료"
"제373차 용인 동천동 다세대주택 신축사업 2차#1순위","수익률(연)12.63%?투자기간14개월?등급B2?모집금액4억원?투자인원595명",373,"용인","동천동",1,2,12.63,14,"B2",40000,595,"상환완료"
"제372차 서산 석남동 다세대주택 신축사업 2순위#2순위","수익률(연)16.8%?투자기간3개월?등급D3?모집금액2억8,000만원?투자인원132명",372,"서산","석남동",2,2,16.8,3,"D3",28000,132,"상환완료"
"제371차 용인 동천동 다세대주택 신축사업#1순위","수익률(연)12.63%?투자기간14개월?등급B2?모집금액5억원?투자인원795명",371,"용인","동천동",1,1,12.63,14,"B2",50000,795,"상환완료"
"제370차 강남 세곡동 다세대 신축사업 2차#1순위","수익률(연)11.7%?투자기간10개월?등급A3?모집금액2억3,000만원?투자인원175명",370,"강남","세곡동",1,2,11.7,10,"A3",23000,175,"상환완료"
"제369차 횡성 태양광 발전소 신축사업#1순위","수익률(연)12%?투자기간12개월?등급B1?모집금액6억7,000만원?투자인원957명",369,"횡성","태양광",1,1,12,12,"B1",67000,957,"상환완료"
"제368차 강남 세곡동 다세대 신축사업#1순위","수익률(연)11.7%?투자기간10개월?등급A3?모집금액7억원?투자인원644명",368,"강남","세곡동",1,1,11.7,10,"A3",70000,644,"상환완료"
"제367차 이천 창전동 오피스텔 신축사업 4차#1순위","수익률(연)13%?투자기간16개월?등급C1?모집금액4억원?투자인원696명",367,"이천","창전동",1,4,13,16,"C1",40000,696,"상환완료"
"제366차 일산 고양국제고 인근 다세대D 신축 2차#1순위","수익률(연)12.21%?투자기간12개월?등급B1?모집금액3억원?투자인원449명",366,"일산","고양국제고",1,2,12.21,12,"B1",30000,449,"상환완료"
"제365차 김포 마송택지개발지구 인근 다세대 신축사업 4차#1순위","수익률(연)12.7%?투자기간9개월?등급B3?모집금액4억원?투자인원527명",365,"김포","마송택지개발지구",1,4,12.7,9,"B3",40000,527,"상환완료"
"제364차 김포 마송택지개발지구 인근 다세대 신축사업 3차#1순위","수익률(연)12.7%?투자기간9개월?등급B3?모집금액5억원?투자인원605명",364,"김포","마송택지개발지구",1,3,12.7,9,"B3",50000,605,"상환완료"
"제363차 종로 구기동 다세대주택 신축사업 3차#1순위","수익률(연)11.9%?투자기간10개월?등급A3?모집금액3억원?투자인원343명",363,"종로","구기동",1,3,11.9,10,"A3",30000,343,"상환완료"
"제362차 이천 창전동 오피스텔 신축사업 3차#1순위","수익률(연)13%?투자기간16개월?등급C1?모집금액2억원?투자인원314명",362,"이천","창전동",1,3,13,16,"C1",20000,314,"상환완료"
"제361차 제주 애월 신엄리 다세대주택 신축사업 4차#1순위","수익률(연)12.2%?투자기간9개월?등급B1?모집금액5억원?투자인원506명",361,"제주","애월",1,4,12.2,9,"B1",50000,506,"상환완료"
"제360차 이천 창전동 오피스텔 신축 2차#1순위","수익률(연)13%?투자기간16개월?등급C1?모집금액3억5,000만원?투자인원525명",360,"이천","창전동",1,2,13,16,"C1",35000,525,"상환완료"
"제359차 이천 창전동 오피스텔 신축사업#1순위","수익률(연)13%?투자기간17개월?등급C1?모집금액6억5,000만원?투자인원1,001명",359,"이천","창전동",1,1,13,17,"C1",65000,1001,"상환완료"
"제358차 종로 구기동 다세대주택 신축 2차#1순위","수익률(연)11.9%?투자기간10개월?등급A3?모집금액7억5,000만원?투자인원785명",358,"종로","구기동",1,2,11.9,10,"A3",75000,785,"상환완료"
"제357차 종로 구기동 다세대주택 신축사업#1순위","수익률(연)11.9%?투자기간10개월?등급A3?모집금액7억원?투자인원687명",357,"종로","구기동",1,1,11.9,10,"A3",70000,687,"상환완료"
"제356차 남양주 호평동 다세대주택 신축 3차#1순위","수익률(연)11.9%?투자기간8개월?등급A3?모집금액6억원?투자인원617명",356,"남양주","호평동",1,3,11.9,8,"A3",60000,617,"상환완료"
"제355차 파주 운정역 다세대주택 신축 4차#1순위","수익률(연)12.56%?투자기간12개월?등급B2?모집금액4억원?투자인원559명",355,"파주","운정역",1,4,12.56,12,"B2",40000,559,"상환완료"
"제354차 남양주 호평동 다세대주택 신축 2차#1순위","수익률(연)11.9%?투자기간8개월?등급A3?모집금액5억3,000만원?투자인원696명",354,"남양주","호평동",1,2,11.9,8,"A3",53000,696,"상환완료"
"제353차 남양주 호평동 다세대주택 신축사업#1순위","수익률(연)11.9%?투자기간8개월?등급A3?모집금액5억원?투자인원632명",353,"남양주","호평동",1,1,11.9,8,"A3",50000,632,"상환완료"
"제352차 가평 맹호부대 인근 다세대주택 신축사업 2차#1순위","수익률(연)12.91%?투자기간14개월?등급B3?모집금액2억원?투자인원321명",352,"가평","맹호부대",1,2,12.91,14,"B3",20000,321,"상환완료"
"제351차 김포 마송택지개발지구 인근 다세대 신축사업 2차#1순위","수익률(연)12.7%?투자기간9개월?등급B3?모집금액6억원?투자인원804명",351,"김포","마송택지개발지구",1,2,12.7,9,"B3",60000,804,"상환완료"
"제350차 제주 애월 신엄리 다세대주택 신축사업 3차#1순위","수익률(연)12.2%?투자기간9개월?등급B1?모집금액5억원?투자인원632명",350,"제주","애월",1,3,12.2,9,"B1",50000,632,"상환완료"
"제349차 김포 마송택지개발지구 인근 다세대 신축사업#1순위","수익률(연)12.7%?투자기간9개월?등급B3?모집금액8억원?투자인원1,173명",349,"김포","마송택지개발지구",1,1,12.7,9,"B3",80000,1173,"상환완료"
"제348차 가평 맹호부대 인근 다세대주택 신축사업#1순위","수익률(연)12.91%?투자기간14개월?등급B3?모집금액4억5,000만원?투자인원764명",348,"가평","맹호부대",1,1,12.91,14,"B3",45000,764,"상환완료"
"제347차 평택 신장동 생활형숙박시설 신축 3차#1순위","수익률(연)12.07%?투자기간11개월?등급B1?모집금액5억원?투자인원700명",347,"평택","신장동",1,3,12.07,11,"B1",50000,700,"상환완료"
"제346차 양평 양수리 다세대주택 신축 3차#1순위","수익률(연)12.98%?투자기간13개월?등급B3?모집금액5억원?투자인원727명",346,"양평","양수리",1,3,12.98,13,"B3",50000,727,"상환완료"
"제345차 태안 안면도 펜션 신축 4차#1순위","수익률(연)12.98%?투자기간7개월?등급B3?모집금액5억원?투자인원786명",345,"태안","안면도",1,4,12.98,7,"B3",50000,786,"상환완료"
"제344차 제주 애월 신엄리 다세대주택 신축 2차#1순위","수익률(연)12.2%?투자기간9개월?등급B1?모집금액5억원?투자인원685명",344,"제주","애월",1,2,12.2,9,"B1",50000,685,"상환완료"
"제343차 파주 운정역 다세대주택 신축 3차#1순위","수익률(연)12.56%?투자기간12개월?등급B2?모집금액3억원?투자인원467명",343,"파주","운정역",1,3,12.56,12,"B2",30000,467,"상환완료"
"제341차 제주 애월 신엄리 다세대주택 신축사업#1순위","수익률(연)12.2%?투자기간9개월?등급B1?모집금액5억원?투자인원726명",341,"제주","애월",1,1,12.2,9,"B1",50000,726,"상환완료"
"제340차 태안 안면도 펜션 신축 2차#1순위","수익률(연)12.98%?투자기간7개월?등급B3?모집금액7억원?투자인원904명",340,"태안","안면도",1,2,12.98,7,"B3",70000,904,"상환완료"
"제339차 파주 운정역 다세대주택 신축 2차#1순위","수익률(연)12.56%?투자기간12개월?등급B2?모집금액6억4,000만원?투자인원849명",339,"파주","운정역",1,2,12.56,12,"B2",64000,849,"상환완료"
"제338차 태안 안면도 펜션 신축사업#1순위","수익률(연)12.98%?투자기간7개월?등급B3?모집금액8억원?투자인원1,167명",338,"태안","안면도",1,1,12.98,7,"B3",80000,1167,"상환완료"
"제337차 파주 운정역 다세대주택 신축사업#1순위","수익률(연)12.56%?투자기간12개월?등급B2?모집금액7억원?투자인원940명",337,"파주","운정역",1,1,12.56,12,"B2",70000,940,"상환완료"
"제334차 영흥도 퀸오브마리나 리조트 부지 담보대출 2차#1순위","수익률(연)12%?투자기간7개월?등급B1?모집금액8억원?투자인원1,209명",334,"영흥도","퀸오브마리나",1,2,12,7,"B1",80000,1209,"상환완료"
"제333차 영흥도 퀸오브마리나 리조트 부지 담보대출#1순위","수익률(연)12%?투자기간7개월?등급B1?모집금액12억원?투자인원1,709명",333,"영흥도","퀸오브마리나",1,1,12,7,"B1",120000,1709,"상환완료"
"제330차 평택 신장동 생활형숙박시설 신축2차#1순위","수익률(연)12.07%?투자기간11개월?등급B1?모집금액5억원?투자인원568명",330,"평택","신장동",1,2,12.07,11,"B1",50000,568,"상환완료"
"제329차 용인 성복동 테라스하우스 신축 3차#1순위","수익률(연)12.21%?투자기간11개월?등급B1?모집금액3억원?투자인원341명",329,"용인","성복동",1,3,12.21,11,"B1",30000,341,"상환완료"
"제328차 전주 삼천동 공동주택 신축사업 2순위 2차#2순위","수익률(연)18%?투자기간8개월?등급D3?모집금액4억5,000만원?투자인원489명",328,"전주","삼천동",2,2,18,8,"D3",45000,489,"상환완료"
"제327차 일산 고양국제고 인근 다세대D 신축#1순위","수익률(연)12.21%?투자기간13개월?등급B1?모집금액7억원?투자인원807명",327,"일산","고양국제고",1,1,12.21,13,"B1",70000,807,"상환완료"
"제324차 전주 중화산동2가 공동주택 신축 3차#2순위","수익률(연)15.06%?투자기간7개월?등급D2?모집금액5억7,000만원?투자인원676명",324,"전주","중화산동2가",2,3,15.06,7,"D2",57000,676,"상환완료"
"제323차 양평 양수리 다세대주택 신축 2차#1순위","수익률(연)12.98%?투자기간14개월?등급B3?모집금액5억원?투자인원636명",323,"양평","양수리",1,2,12.98,14,"B3",50000,636,"상환완료"
"제322차 태안버스터미널 인근 다세대 6차#1순위","수익률(연)13.4%?투자기간8개월?등급C1?모집금액4억4,000만원?투자인원419명",322,"태안버스터미널","인근",1,6,13.4,8,"C1",44000,419,"상환완료"
"제321차 용인 성복동 테라스하우스 신축 2차#1순위","수익률(연)12.21%?투자기간11개월?등급B1?모집금액2억원?투자인원206명",321,"용인","성복동",1,2,12.21,11,"B1",20000,206,"상환완료"
"제319차 서귀포시 삼달리 대지조성사업 2차#1순위","수익률(연)12.77%?투자기간6개월?등급B3?모집금액3억5,000만원?투자인원335명",319,"서귀포시","삼달리",1,2,12.77,6,"B3",35000,335,"상환완료"
"제318차 서귀포시 삼달리 대지조성사업#1순위","수익률(연)12.77%?투자기간6개월?등급B3?모집금액15억원?투자인원1,260명",318,"서귀포시","삼달리",1,1,12.77,6,"B3",150000,1260,"상환완료"
"제317차 양평 양수리 다세대주택 신축#1순위","수익률(연)12.98%?투자기간14개월?등급B3?모집금액8억4,000만원?투자인원822명",317,"양평","양수리",1,1,12.98,14,"B3",84000,822,"상환완료"
"제316차 안양 호계동 오피스텔 신축 3차#1순위","수익률(연)11.5%?투자기간10개월?등급A3?모집금액10억원?투자인원791명",316,"안양","호계동",1,3,11.5,10,"A3",1e+05,791,"상환완료"
"제315차 전주 삼천동 공동주택 신축사업 2순위#2순위","수익률(연)18%?투자기간8개월?등급D3?모집금액7억5,000만원?투자인원472명",315,"전주","삼천동",2,2,18,8,"D3",75000,472,"상환완료"
"제314차 거제단독주택 신축 2순위 대출#2순위","수익률(연)16.3%?투자기간10개월?등급D3?모집금액3억8,000만원?투자인원320명",314,"거제단독주택","신축",2,1,16.3,10,"D3",38000,320,"상환완료"
"제313차 안양 호계동 오피스텔 신축 2차#1순위","수익률(연)11.5%?투자기간10개월?등급A3?모집금액8억5,000만원?투자인원639명",313,"안양","호계동",1,2,11.5,10,"A3",85000,639,"상환완료"
"제312차 평택 신장동 생활형숙박시설 신축#1순위","수익률(연)12.07%?투자기간12개월?등급B1?모집금액13억5,000만원?투자인원1,086명",312,"평택","신장동",1,1,12.07,12,"B1",135000,1086,"상환완료"
"제311차 안양 호계동 오피스텔 신축사업#1순위","수익률(연)11.5%?투자기간10개월?등급A3?모집금액11억5,000만원?투자인원846명",311,"안양","호계동",1,1,11.5,10,"A3",115000,846,"상환완료"
"제310차 전주 중화산동2가 공동주택 신축 2차#2순위","수익률(연)15.06%?투자기간8개월?등급D2?모집금액10억원?투자인원625명",310,"전주","중화산동2가",2,2,15.06,8,"D2",1e+05,625,"상환완료"
"제309차 청평 상천리 단독형 다세대 신축#1순위","수익률(연)12.07%?투자기간6개월?등급B1?모집금액11억5,000만원?투자인원740명",309,"청평","상천리",1,1,12.07,6,"B1",115000,740,"상환완료"
"제308차 일산 고양국제고 인근 다세대 4차#1순위","수익률(연)11.9%?투자기간8개월?등급A3?모집금액1억5,000만원?투자인원55명",308,"일산","고양국제고",1,4,11.9,8,"A3",15000,55,"상환완료"
"제307차 태안버스터미널 인근 다세대 5차#1순위","수익률(연)13.4%?투자기간10개월?등급C1?모집금액3억원?투자인원181명",307,"태안버스터미널","인근",1,5,13.4,10,"C1",30000,181,"상환완료"
"제306차 일산 고양국제고 인근 다세대B 3차#1순위","수익률(연)12.28%?투자기간9개월?등급B1?모집금액2억원?투자인원147명",306,"일산","고양국제고",1,3,12.28,9,"B1",20000,147,"상환완료"
"제305차 원주 세브란스 병원 인근 신축 7차#1순위","수익률(연)12.28%?투자기간9개월?등급B1?모집금액7억원?투자인원416명",305,"원주","세브란스",1,7,12.28,9,"B1",70000,416,"상환완료"
"제304차 서귀포혁신도시 인근 연립 신축 9차#1순위","수익률(연)12.77%?투자기간13개월?등급B3?모집금액4억6,000만원?투자인원221명",304,"서귀포혁신도시","인근",1,9,12.77,13,"B3",46000,221,"상환완료"
"제302차 송악신도시 오피스텔 신축 5차#1순위","수익률(연)12.35%?투자기간6개월?등급B2?모집금액1억5,000만원?투자인원103명",302,"송악신도시","오피스텔",1,5,12.35,6,"B2",15000,103,"상환완료"
"제301차 신림동 29세대 오피스텔 신축 11차#1순위","수익률(연)11.6%?투자기간6개월?등급A3?모집금액1억2,000만원?투자인원73명",301,"신림동","29세대",1,11,11.6,6,"A3",12000,73,"상환완료"
"제300차 서귀포혁신도시 인근 연립 신축 8차#1순위","수익률(연)12.77%?투자기간13개월?등급B3?모집금액4억원?투자인원240명",300,"서귀포혁신도시","인근",1,8,12.77,13,"B3",40000,240,"상환완료"
"제299차 파주 문산역 인근 연립주택B 5차#1순위","수익률(연)12.28%?투자기간6개월?등급B1?모집금액4억8,000만원?투자인원304명",299,"파주","문산역",1,5,12.28,6,"B1",48000,304,"상환완료"
"제298차 파주 문산역 인근 연립주택A 5차#1순위","수익률(연)12.56%?투자기간6개월?등급B2?모집금액4억원?투자인원223명",298,"파주","문산역",1,5,12.56,6,"B2",40000,223,"상환완료"
"제297차 용인 성복동 테라스하우스 신축사업#1순위","수익률(연)12.21%?투자기간12개월?등급B1?모집금액9억5,000만원?투자인원451명",297,"용인","성복동",1,1,12.21,12,"B1",95000,451,"상환완료"
"제296차 경기 광주 경안동 다세대 신축사업#1순위","수익률(연)12.56%?투자기간11개월?등급B2?모집금액12억원?투자인원779명",296,"경기","광주",1,1,12.56,11,"B2",120000,779,"상환완료"
"제295차 전주 중화산동2가 공동주택 신축사업#2순위","수익률(연)15.06%?투자기간9개월?등급D2?모집금액10억원?투자인원309명",295,"전주","중화산동2가",2,1,15.06,9,"D2",1e+05,309,"상환완료"
"제294차 일산 고양국제고 인근 다세대C 3차#1순위","수익률(연)12.21%?투자기간10개월?등급B1?모집금액3억9,000만원?투자인원186명",294,"일산","고양국제고",1,3,12.21,10,"B1",39000,186,"상환완료"
"제293차 제주 한림리 오피스텔 신축사업 3차#1순위","수익률(연)12.56%?투자기간11개월?등급B2?모집금액7억원?투자인원327명",293,"제주","한림리",1,3,12.56,11,"B2",70000,327,"상환완료"
"제292차 서산 석남동 다세대주택 신축 8차#1순위","수익률(연)13.8%?투자기간6개월?등급C2?모집금액3억6,000만원?투자인원216명",292,"서산","석남동",1,8,13.8,6,"C2",36000,216,"상환완료"
"제291차 원주 세브란스 병원 인근 신축 6차#1순위","수익률(연)12.28%?투자기간10개월?등급B1?모집금액5억원?투자인원180명",291,"원주","세브란스",1,6,12.28,10,"B1",50000,180,"상환완료"
"제290차 화성 시청 인근 다세대주택 6차#1순위","수익률(연)13.2%?투자기간7개월?등급C1?모집금액3억9,000만원?투자인원202명",290,"화성","시청",1,6,13.2,7,"C1",39000,202,"상환완료"
"제289차 화성 바이오밸리인근 다세대 7차#1순위","수익률(연)13.4%?투자기간5개월?등급C1?모집금액3억원?투자인원153명",289,"화성","바이오밸리인근",1,7,13.4,5,"C1",30000,153,"상환완료"
"제288차 고양시 성석동 다세대 신축 5차#1순위","수익률(연)12.98%?투자기간5개월?등급C1?모집금액1억5,000만원?투자인원122명",288,"고양시","성석동",1,5,12.98,5,"C1",15000,122,"상환완료"
"제287차 서귀포혁신도시 인근 연립 신축 7차#1순위","수익률(연)12.77%?투자기간13개월?등급B3?모집금액4억원?투자인원221명",287,"서귀포혁신도시","인근",1,7,12.77,13,"B3",40000,221,"상환완료"
"제286차 주안동 32세대 오피스텔 신축 10차#1순위","수익률(연)11.7%?투자기간8개월?등급A3?모집금액3억5,000만원?투자인원169명",286,"주안동","32세대",1,10,11.7,8,"A3",35000,169,"상환완료"
"제285차 일산 고양국제고 인근 다세대C 2차#1순위","수익률(연)12.21%?투자기간11개월?등급B1?모집금액3억원?투자인원145명",285,"일산","고양국제고",1,2,12.21,11,"B1",30000,145,"상환완료"
"제282차 태안버스터미널 인근 다세대 4차#1순위","수익률(연)13.4%?투자기간10개월?등급C1?모집금액6억원?투자인원268명",282,"태안버스터미널","인근",1,4,13.4,10,"C1",60000,268,"상환완료"
"제281차 일산 고양국제고 인근 다세대 3차#1순위","수익률(연)11.9%?투자기간9개월?등급A3?모집금액3억원?투자인원64명",281,"일산","고양국제고",1,3,11.9,9,"A3",30000,64,"상환완료"
"제280차 서귀포혁신도시 인근 연립 신축 6차#1순위","수익률(연)12.77%?투자기간14개월?등급B3?모집금액4억원?투자인원218명",280,"서귀포혁신도시","인근",1,6,12.77,14,"B3",40000,218,"상환완료"
"제278차 전주 삼천동 공동주택 연장상품 3차#1순위","수익률(연)15%?투자기간5개월?등급A3?모집금액15억원?투자인원660명",278,"전주","삼천동",1,3,15,5,"A3",150000,660,"상환완료"
"제277차 전주 삼천동 공동주택 연장상품 2차#1순위","수익률(연)15%?투자기간5개월?등급A3?모집금액16억원?투자인원744명",277,"전주","삼천동",1,2,15,5,"A3",16,744,"상환완료"
"제276차 태안버스터미널 인근 다세대 3차#1순위","수익률(연)13.4%?투자기간11개월?등급C1?모집금액3억원?투자인원147명",276,"태안버스터미널","인근",1,3,13.4,11,"C1",30000,147,"상환완료"
"제275차 화성 바이오밸리인근 다세대 6차#1순위","수익률(연)13.4%?투자기간5개월?등급C1?모집금액5억5,000만원?투자인원316명",275,"화성","바이오밸리인근",1,6,13.4,5,"C1",55000,316,"상환완료"
"제274차 전주 삼천동 공동주택 연장상품#1순위","수익률(연)15%?투자기간5개월?등급A3?모집금액15억원?투자인원929명",274,"전주","삼천동",1,1,15,5,"A3",150000,929,"상환완료"
"제273차 서산 석남동 다세대주택 신축 7차#1순위","수익률(연)13.8%?투자기간7개월?등급C2?모집금액3억원?투자인원148명",273,"서산","석남동",1,7,13.8,7,"C2",30000,148,"상환완료"
"제272차 원주 세브란스 병원 인근 신축 5차#1순위","수익률(연)12.28%?투자기간10개월?등급B1?모집금액5억원?투자인원342명",272,"원주","세브란스",1,5,12.28,10,"B1",50000,342,"상환완료"
"제271차 화성 바이오밸리인근 다세대 5차#1순위","수익률(연)13.4%?투자기간5개월?등급C1?모집금액3억원?투자인원296명",271,"화성","바이오밸리인근",1,5,13.4,5,"C1",30000,296,"상환완료"
"제270차 서귀포혁신도시 인근 연립 신축 5차#1순위","수익률(연)12.77%?투자기간14개월?등급B3?모집금액4억5,000만원?투자인원157명",270,"서귀포혁신도시","인근",1,5,12.77,14,"B3",45000,157,"상환완료"
"제269차 파주 문산역 인근 연립주택B 4차#1순위","수익률(연)12.28%?투자기간8개월?등급B1?모집금액3억원?투자인원181명",269,"파주","문산역",1,4,12.28,8,"B1",30000,181,"상환완료"
"제268차 일산 고양국제고 인근 다세대C 신축#1순위","수익률(연)12.21%?투자기간11개월?등급B1?모집금액6억원?투자인원431명",268,"일산","고양국제고",1,1,12.21,11,"B1",60000,431,"상환완료"
"제267차 제주 한림리 오피스텔 신축사업 2차#1순위","수익률(연)12.56%?투자기간12개월?등급B2?모집금액5억원?투자인원419명",267,"제주","한림리",1,2,12.56,12,"B2",50000,419,"상환완료"
"제266차 파주 문산역 인근 연립주택A 4차#1순위","수익률(연)12.56%?투자기간8개월?등급B2?모집금액3억원?투자인원282명",266,"파주","문산역",1,4,12.56,8,"B2",30000,282,"상환완료"
"제265차 양천구 신정동 공동주택 신축3차#1순위","수익률(연)11.8%?투자기간8개월?등급A3?모집금액3억원?투자인원207명",265,"양천구","신정동",1,3,11.8,8,"A3",30000,207,"상환완료"
"제264차 서귀포혁신도시 인근 연립 신축 4차#1순위","수익률(연)12.77%?투자기간14개월?등급B3?모집금액3억원?투자인원195명",264,"서귀포혁신도시","인근",1,4,12.77,14,"B3",30000,195,"상환완료"
"제263차 태안버스터미널 인근 다세대 2차#1순위","수익률(연)13.4%?투자기간11개월?등급C1?모집금액3억9,000만원?투자인원140명",263,"태안버스터미널","인근",1,2,13.4,11,"C1",39000,140,"상환완료"
"제262차 거제단지형 단독주택 신축 5차#1순위","수익률(연)13.8%?투자기간5개월?등급C2?모집금액1억4,000만원?투자인원118명",262,"거제단지형","단독주택",1,5,13.8,5,"C2",14000,118,"상환완료"
"제261차 화성 시청 인근 다세대주택 5차#1순위","수익률(연)13.2%?투자기간8개월?등급C1?모집금액3억원?투자인원288명",261,"화성","시청",1,5,13.2,8,"C1",30000,288,"상환완료"
"제260차 서귀포혁신도시 인근 연립 신축 3차#1순위","수익률(연)12.77%?투자기간14개월?등급B3?모집금액2억5,000만원?투자인원262명",260,"서귀포혁신도시","인근",1,3,12.77,14,"B3",25000,262,"상환완료"
"제259차 서귀포혁신도시 인근 연립 신축 2차#1순위","수익률(연)12.77%?투자기간14개월?등급B3?모집금액5억원?투자인원291명",259,"서귀포혁신도시","인근",1,2,12.77,14,"B3",50000,291,"상환완료"
"제258차 태안버스터미널 인근 다세대 신축#1순위","수익률(연)13.4%?투자기간11개월?등급C1?모집금액8억1,000만원?투자인원415명",258,"태안버스터미널","인근",1,1,13.4,11,"C1",81000,415,"상환완료"
"제257차 서귀포혁신도시 인근 연립 신축#1순위","수익률(연)12.77%?투자기간14개월?등급B3?모집금액10억원?투자인원592명",257,"서귀포혁신도시","인근",1,1,12.77,14,"B3",1e+05,592,"상환완료"
"제256차 일산 고양국제고 인근 다세대 2차#1순위","수익률(연)11.9%?투자기간10개월?등급A3?모집금액3억원?투자인원123명",256,"일산","고양국제고",1,2,11.9,10,"A3",30000,123,"상환완료"
"제255차 일산 고양국제고 인근 다세대B 2차#1순위","수익률(연)12.28%?투자기간11개월?등급B1?모집금액3억원?투자인원141명",255,"일산","고양국제고",1,2,12.28,11,"B1",30000,141,"상환완료"
"제254차 신림동 29세대 오피스텔 신축 10차#1순위","수익률(연)11.6%?투자기간7개월?등급A3?모집금액3억원?투자인원183명",254,"신림동","29세대",1,10,11.6,7,"A3",30000,183,"상환완료"
"제253차 동탄신도시 오피스텔 신축 6차#1순위","수익률(연)13%?투자기간3개월?등급B2?모집금액10억원?투자인원215명",253,"동탄신도시","오피스텔",1,6,13,3,"B2",1e+05,215,"상환완료"
"제252차 원주 세브란스 병원 인근 신축 4차#1순위","수익률(연)12.28%?투자기간11개월?등급B1?모집금액4억원?투자인원211명",252,"원주","세브란스",1,4,12.28,11,"B1",40000,211,"상환완료"
"제251차 서산 석남동 다세대주택 신축 6차#1순위","수익률(연)13.8%?투자기간7개월?등급C2?모집금액4억원?투자인원183명",251,"서산","석남동",1,6,13.8,7,"C2",40000,183,"상환완료"
"제250차 화성 시청 인근 다세대주택 4차#1순위","수익률(연)13.2%?투자기간8개월?등급C1?모집금액3억원?투자인원150명",250,"화성","시청",1,4,13.2,8,"C1",30000,150,"상환완료"
"제249차 청평유원지 인근 다세대주택 신축#1순위","수익률(연)12.77%?투자기간9개월?등급B3?모집금액7억3,000만원?투자인원358명",249,"청평유원지","인근",1,1,12.77,9,"B3",73000,358,"상환완료"
"제248차 파주 문산역 인근 연립주택B 3차#1순위","수익률(연)12.28%?투자기간9개월?등급B1?모집금액7억원?투자인원250명",248,"파주","문산역",1,3,12.28,9,"B1",70000,250,"상환완료"
"제247차 주안동 32세대 오피스텔 신축 9차#1순위","수익률(연)11.7%?투자기간10개월?등급A3?모집금액2억5,000만원?투자인원161명",247,"주안동","32세대",1,9,11.7,10,"A3",25000,161,"상환완료"
"제246차 시흥목감지구 상가신축 9차#1순위","수익률(연)12%?투자기간5개월?등급B1?모집금액2억5,000만원?투자인원137명",246,"시흥목감지구","상가신축",1,9,12,5,"B1",25000,137,"상환완료"
"제245차 송악신도시 오피스텔 신축 4차#1순위","수익률(연)12.35%?투자기간9개월?등급B2?모집금액5억원?투자인원263명",245,"송악신도시","오피스텔",1,4,12.35,9,"B2",50000,263,"상환완료"
"제244차 파주 문산역 인근 연립주택A 3차#1순위","수익률(연)12.56%?투자기간9개월?등급B2?모집금액7억원?투자인원245명",244,"파주","문산역",1,3,12.56,9,"B2",70000,245,"상환완료"
"제243차 부평역 현대라임힐 오피스텔 7차#1순위","수익률(연)12.3%?투자기간7개월?등급B2?모집금액2억4,000만원?투자인원130명",243,"부평역","현대라임힐",1,7,12.3,7,"B2",24000,130,"상환완료"
"제242차 제주 아라동 다세대주택 신축 3차#1순위","수익률(연)12.7%?투자기간5개월?등급B3?모집금액2억4,000만원?투자인원151명",242,"제주","아라동",1,3,12.7,5,"B3",24000,151,"상환완료"
